Frequency (Hz)	Level (dB)
849.609375	-57.325603
852.539062	-62.610050
855.468750	-64.260994
858.398438	-64.363258
861.328125	-64.156982
864.257812	-64.416557
867.187500	-64.695374
870.117188	-64.874199
873.046875	-64.845772
875.976562	-64.319260
878.906250	-64.719658
881.835938	-65.038002
884.765625	-65.062134
887.695312	-64.490067
890.625000	-64.943237
893.554688	-64.677368
896.484375	-64.174057
899.414062	-61.045185
902.343750	-54.042049
905.273438	-61.325294
908.203125	-63.186142
911.132812	-64.053505
914.062500	-64.736732
916.992188	-64.621368
919.921875	-64.919128
922.851562	-64.689217
925.781250	-63.884983
928.710938	-59.423672
931.640625	-62.995525
934.570312	-64.488380
937.500000	-64.912865
940.429688	-65.395401
943.359375	-65.292793
946.289062	-65.310379
949.218750	-64.755814
952.148438	-61.821011
955.078125	-55.014870
958.007812	-60.931999
960.937500	-63.350437
963.867188	-64.726906
966.796875	-65.018600
969.726562	-65.850288
972.656250	-65.626572
975.585938	-65.348137
978.515625	-63.283829
981.445312	-57.406944
984.375000	-61.560658
987.304688	-64.072426
990.234375	-65.280479
993.164062	-65.725151
996.093750	-65.815971
999.023438	-66.294876
1001.953125	-65.603432
1004.882812	-63.377552
1007.812500	-57.654480
1010.742188	-61.333168
1013.671875	-64.220917
1016.601562	-65.380493
1019.531250	-66.079430
1022.460938	-66.217072
1025.390625	-66.478218
1028.320312	-65.369812
1031.250000	-62.779839
1034.179688	-56.633446
1037.109375	-59.670040
1040.039062	-63.896805
1042.968750	-66.003464
1045.898438	-66.803986
1048.828125	-66.777885
1051.757812	-67.261360
1054.687500	-67.274559
1057.617188	-66.396286
1060.546875	-63.168858
1063.476562	-64.309784
1066.406250	-66.530624
1069.335938	-66.806572
1072.265625	-67.148819
1075.195312	-67.235603
1078.125000	-67.164558
1081.054688	-65.847115
1083.984375	-63.148014
1086.914062	-57.154076
1089.843750	-58.327129
1092.773438	-63.159138
1095.703125	-65.716728
1098.632812	-66.811340
1101.562500	-67.112968
1104.492188	-67.397476
1107.421875	-66.506020
1110.351562	-64.685539
1113.281250	-59.275127
1116.210938	-59.216988
1119.140625	-64.075249
1122.070312	-66.653862
1125.000000	-67.667618
1127.929688	-67.580223
1130.859375	-67.739326
1133.789062	-67.094780
1136.718750	-65.139931
1139.648438	-60.563759
1142.578125	-59.880333
1145.507812	-64.589951
1148.437500	-66.954437
1151.367188	-67.643005
1154.296875	-67.791603
1157.226562	-67.307106
1160.156250	-66.525078
1163.085938	-63.224606
1166.015625	-57.729794
1168.945312	-55.969055
1171.875000	-61.561634
1174.804688	-64.981644
1177.734375	-66.291847
1180.664062	-65.958969
1183.593750	-66.551079
1186.523438	-66.474609
1189.453125	-64.599869
1192.382812	-60.095387
1195.312500	-57.462234
1198.242188	-63.156738
1201.171875	-66.305908
1204.101562	-67.697540
1207.031250	-68.305374
1209.960938	-68.285950
1212.890625	-67.886215
1215.820312	-65.550858
1218.750000	-61.188427
1221.679688	-58.405315
1224.609375	-63.340294
1227.539062	-66.189629
1230.468750	-66.938087
1233.398438	-66.943710
1236.328125	-66.693260
1239.257812	-66.236282
1242.187500	-63.784508
1245.117188	-58.977871
1248.046875	-54.896896
1250.976562	-60.734375
1253.906250	-64.054848
1256.835938	-65.855591
1259.765625	-67.443481
1262.695312	-67.664345
1265.625000	-67.597069
1268.554688	-67.740501
1271.484375	-65.973587
1274.414062	-63.639595
1277.343750	-66.732628
1280.273438	-68.261055
1283.203125	-68.968391
1286.132812	-69.140518
1289.062500	-68.228065
1291.992188	-67.869247
1294.921875	-65.496590
1297.851562	-61.171551
1300.781250	-56.605022
1303.710938	-61.587578
1306.640625	-64.627777
1309.570312	-66.138245
1312.500000	-67.579033
1315.429688	-67.048164
1318.359375	-67.740501
1321.289062	-67.288521
1324.218750	-65.017143
1327.148438	-60.542702
1330.078125	-65.152954
1333.007812	-67.208923
1335.937500	-68.896477
1338.867188	-69.504723
1341.796875	-69.247948
1344.726562	-69.134491
1347.656250	-68.222549
1350.585938	-65.903008
1353.515625	-62.658676
1356.445312	-65.381256
1359.375000	-67.740776
1362.304688	-68.661163
1365.234375	-68.907776
1368.164062	-68.624092
1371.093750	-68.966225
1374.023438	-68.092880
1376.953125	-65.655464
1379.882812	-61.271420
1382.812500	-65.110558
1385.742188	-67.031548
1388.671875	-68.417542
1391.601562	-69.288116
1394.531250	-69.380325
1397.460938	-69.868851
1400.390625	-69.293839
1403.320312	-68.287407
1406.250000	-66.129974
1409.179688	-67.739845
1412.109375	-69.493347
1415.039062	-70.081924
1417.968750	-69.588684
1420.898438	-69.490593
1423.828125	-69.271423
1426.757812	-68.634277
1429.687500	-67.483589
1432.617188	-64.829132
1435.546875	-67.037888
1438.476562	-68.058838
1441.406250	-69.141487
1444.335938	-69.099487
1447.265625	-69.107994
1450.195312	-69.510986
1453.125000	-69.249176
1456.054688	-67.462807
1458.984375	-63.403500
1461.914062	-65.551483
1464.843750	-67.539246
1467.773438	-68.843109
1470.703125	-69.076813
1473.632812	-69.475204
1476.562500	-69.494537
1479.492188	-69.477333
1482.421875	-68.920357
1485.351562	-68.988739
1488.281250	-69.395088
1491.210938	-69.735191
1494.140625	-69.951408
1497.070312	-69.583611
1500.000000	-69.255119
1502.929688	-69.241913
1505.859375	-68.650864
1508.789062	-66.498558
1511.718750	-62.443604
1514.648438	-63.798370
1517.578125	-66.289970
1520.507812	-67.828583
1523.437500	-68.707436
1526.367188	-69.543594
1529.296875	-69.453728
1532.226562	-69.632629
1535.156250	-69.554436
1538.085938	-68.881653
1541.015625	-68.849777
1543.945312	-69.682693
1546.875000	-69.725899
1549.804688	-69.556267
1552.734375	-69.752785
1555.664062	-69.210670
1558.593750	-69.054504
1561.523438	-67.531967
1564.453125	-64.718513
1567.382812	-65.204727
1570.312500	-67.377510
1573.242188	-68.059212
1576.171875	-69.308777
1579.101562	-69.030846
1582.031250	-69.608124
1584.960938	-69.852646
1587.890625	-68.841507
1590.820312	-66.834465
1593.750000	-66.184563
1596.679688	-68.306458
1599.609375	-69.104126
1602.539062	-69.881798
1605.468750	-70.294525
1608.398438	-69.819740
1611.328125	-70.001694
1614.257812	-70.506821
1617.187500	-69.556587
1620.117188	-69.641312
1623.046875	-70.186920
1625.976562	-69.843452
1628.906250	-70.388725
1631.835938	-70.244507
1634.765625	-70.502235
1637.695312	-70.562309
1640.625000	-69.578323
1643.554688	-68.761421
1646.484375	-67.745277
1649.414062	-68.978653
1652.343750	-69.901428
1655.273438	-70.730263
1658.203125	-70.431923
1661.132812	-70.867241
1664.062500	-70.582779
1666.992188	-70.736855
1669.921875	-70.595642
1672.851562	-69.923225
1675.781250	-70.492081
1678.710938	-70.868813
1681.640625	-71.029053
1684.570312	-70.969940
1687.500000	-71.082481
1690.429688	-71.230873
1693.359375	-70.566284
1696.289062	-71.118446
1699.218750	-70.178192
1702.148438	-70.801529
1705.078125	-70.846870
1708.007812	-70.793839
1710.937500	-71.273918
1713.867188	-71.050293
1716.796875	-71.142532
1719.726562	-70.735519
1722.656250	-70.984787
1725.585938	-70.430336
1728.515625	-70.666275
1731.445312	-71.336014
1734.375000	-71.457451
1737.304688	-71.438850
1740.234375	-71.239601
1743.164062	-71.100937
1746.093750	-71.163948
1749.023438	-70.033745
1751.953125	-68.029778
1754.882812	-69.979942
1757.812500	-70.688957
1760.742188	-70.298759
1763.671875	-71.177475
1766.601562	-70.783646
1769.531250	-71.389084
1772.460938	-70.029091
1775.390625	-68.919975
1778.320312	-67.261101
1781.250000	-69.562943
1784.179688	-70.468773
1787.109375	-71.369102
1790.039062	-71.871567
1792.968750	-71.499245
1795.898438	-72.079987
1798.828125	-71.677368
1801.757812	-71.405273
1804.687500	-70.290329
1807.617188	-71.140747
1810.546875	-71.599403
1813.476562	-71.077950
1816.406250	-71.481857
1819.335938	-71.406319
1822.265625	-71.664749
1825.195312	-69.887604
1828.125000	-67.732407
1831.054688	-64.850372
1833.984375	-67.410164
1836.914062	-69.044014
1839.843750	-69.948677
1842.773438	-71.428452
1845.703125	-71.205437
1848.632812	-72.012451
1851.562500	-71.256721
1854.492188	-70.591454
1857.421875	-70.141205
1860.351562	-70.934364
1863.281250	-71.469528
1866.210938	-72.224281
1869.140625	-72.670471
1872.070312	-72.421295
1875.000000	-72.408829
1877.929688	-70.860329
1880.859375	-69.583900
1883.789062	-66.336617
1886.718750	-68.219299
1889.648438	-69.615479
1892.578125	-70.315613
1895.507812	-71.550797
1898.437500	-71.142776
1901.367188	-72.118683
1904.296875	-70.945221
1907.226562	-69.455482
1910.156250	-66.770287
1913.085938	-68.425697
1916.015625	-69.934624
1918.945312	-71.433159
1921.875000	-72.320976
1924.804688	-72.264732
1927.734375	-72.623886
1930.664062	-71.786797
1933.593750	-71.185059
1936.523438	-68.932587
1939.453125	-69.730865
1942.382812	-70.707245
1945.312500	-72.094818
1948.242188	-72.764832
1951.171875	-71.752518
1954.101562	-72.261192
1957.031250	-71.842682
1959.960938	-70.823433
1962.890625	-67.995712
1965.820312	-69.033035
1968.750000	-70.144669
1971.679688	-71.521477
1974.609375	-72.163292
1977.539062	-72.061310
1980.468750	-72.561516
1983.398438	-71.770782
1986.328125	-70.452866
1989.257812	-67.547287
1992.187500	-68.282112
1995.117188	-70.259804
1998.046875	-71.671677
2000.976562	-72.494194
2003.906250	-71.941071
2006.835938	-72.542168
2009.765625	-72.454758
2012.695312	-72.152199
2015.625000	-71.506889
2018.554688	-71.438324
2021.484375	-71.478928
2024.414062	-72.592636
2027.343750	-72.867226
2030.273438	-72.201889
2033.203125	-72.353065
2036.132812	-72.091545
2039.062500	-70.521584
2041.992188	-67.486252
2044.921875	-67.858810
2047.851562	-69.844475
2050.781250	-70.916168
2053.710938	-71.925789
2056.640625	-71.856834
2059.570312	-72.232376
2062.500000	-71.774773
2065.429688	-71.661652
2068.359375	-71.308739
2071.289062	-70.679047
2074.218750	-71.382660
2077.148438	-72.494957
2080.078125	-73.028030
2083.007812	-72.422310
2085.937500	-72.211700
2088.867188	-72.457939
2091.796875	-71.259636
2094.726562	-68.919128
2097.656250	-68.904236
2100.585938	-69.872025
2103.515625	-70.995155
2106.445312	-71.391098
2109.375000	-71.412827
2112.304688	-72.273201
2115.234375	-71.509888
2118.164062	-70.562141
2121.093750	-69.564087
2124.023438	-68.777763
2126.953125	-70.065727
2129.882812	-71.215561
2132.812500	-72.339966
2135.742188	-72.758751
2138.671875	-71.844849
2141.601562	-72.613655
2144.531250	-71.920662
2147.460938	-71.020355
2150.390625	-70.566650
2153.320312	-70.630264
2156.250000	-71.707504
2159.179688	-71.972000
2162.109375	-71.321129
2165.039062	-71.821976
2167.968750	-71.573311
2170.898438	-70.731117
2173.828125	-69.072609
2176.757812	-68.051201
2179.687500	-69.174118
2182.617188	-70.946030
2185.546875	-70.975708
2188.476562	-71.812988
2191.406250	-71.767807
2194.335938	-72.100792
2197.265625	-71.389381
2200.195312	-70.810837
2203.125000	-70.183327
2206.054688	-70.573341
2208.984375	-71.432121
2211.914062	-71.894226
2214.843750	-71.929062
2217.773438	-71.753410
2220.703125	-71.554024
2223.632812	-71.523239
2226.562500	-70.119339
2229.492188	-69.160942
2232.421875	-69.631180
2235.351562	-70.750359
2238.281250	-70.587791
2241.210938	-71.010101
2244.140625	-71.884232
2247.070312	-71.506668
2250.000000	-70.805153
2252.929688	-69.749184
2255.859375	-68.298660
2258.789062	-69.646362
2261.718750	-70.716927
2264.648438	-70.823074
2267.578125	-72.213326
2270.507812	-70.948151
2273.437500	-70.880760
2276.367188	-71.562912
2279.296875	-70.623642
2282.226562	-69.956779
2285.156250	-69.965111
2288.085938	-70.406357
2291.015625	-70.784126
2293.945312	-71.196892
2296.875000	-71.630936
2299.804688	-71.044632
2302.734375	-70.825737
2305.664062	-70.171783
2308.593750	-69.097824
2311.523438	-69.908028
2314.453125	-70.815193
2317.382812	-70.498772
2320.312500	-71.894569
2323.242188	-70.702980
2326.171875	-70.568130
2329.101562	-70.829269
2332.031250	-70.133621
2334.960938	-68.799866
2337.890625	-69.382736
2340.820312	-70.264740
2343.750000	-70.796577
2346.679688	-71.236404
2349.609375	-71.063301
2352.539062	-70.930290
2355.468750	-71.621117
2358.398438	-71.094742
2361.328125	-71.091385
2364.257812	-70.975067
2367.187500	-71.034424
2370.117188	-70.771584
2373.046875	-71.668198
2375.976562	-70.969147
