Frequency (Hz)	Level (dB)
1382.812500	-53.706741
1385.742188	-53.721577
1388.671875	-53.830685
1391.601562	-53.464901
1394.531250	-53.917423
1397.460938	-54.046085
1400.390625	-53.886723
1403.320312	-53.174667
1406.250000	-53.600246
1409.179688	-54.018311
1412.109375	-54.387741
1415.039062	-54.445324
1417.968750	-54.731960
1420.898438	-54.218021
1423.828125	-54.574017
1426.757812	-54.513771
1429.687500	-54.335129
1432.617188	-54.870625
1435.546875	-54.734539
1438.476562	-54.132687
1441.406250	-54.266178
1444.335938	-54.327747
1447.265625	-53.939648
1450.195312	-54.563648
1453.125000	-54.128010
1456.054688	-53.498089
1458.984375	-53.823795
1461.914062	-53.311577
1464.843750	-53.039688
1467.773438	-53.762447
1470.703125	-53.169827
1473.632812	-52.381634
1476.562500	-51.746040
1479.492188	-51.758301
1482.421875	-51.556889
1485.351562	-52.475853
1488.281250	-52.146530
1491.210938	-52.082569
1494.140625	-52.334866
1497.070312	-52.525120
1500.000000	-52.015121
1502.929688	-52.106796
1505.859375	-52.296364
1508.789062	-52.590939
1511.718750	-51.939724
1514.648438	-52.783092
1517.578125	-52.394527
1520.507812	-52.681942
1523.437500	-53.049316
1526.367188	-52.912083
1529.296875	-53.204659
1532.226562	-52.173653
1535.156250	-52.853352
1538.085938	-53.400581
1541.015625	-53.252357
1543.945312	-53.411560
1546.875000	-52.423393
1549.804688	-52.310295
1552.734375	-52.852436
1555.664062	-53.134727
1558.593750	-53.063198
1561.523438	-53.006577
1564.453125	-54.264488
1567.382812	-53.395977
1570.312500	-54.426289
1573.242188	-54.404408
1576.171875	-53.708122
1579.101562	-53.300873
1582.031250	-52.867111
1584.960938	-53.652409
1587.890625	-53.040146
1590.820312	-52.973545
1593.750000	-52.273117
1596.679688	-52.099049
1599.609375	-52.477459
1602.539062	-51.329956
1605.468750	-51.977726
1608.398438	-51.025627
1611.328125	-50.288509
1614.257812	-50.724995
1617.187500	-51.349998
1620.117188	-50.552498
1623.046875	-51.378647
1625.976562	-51.503716
1628.906250	-51.737556
1631.835938	-50.669083
1634.765625	-51.391903
1637.695312	-51.388073
1640.625000	-51.533318
1643.554688	-52.106514
1646.484375	-51.438896
1649.414062	-51.747196
1652.343750	-51.660553
1655.273438	-51.199608
1658.203125	-51.863964
1661.132812	-52.035099
1664.062500	-51.872192
1666.992188	-51.924690
1669.921875	-52.180973
1672.851562	-52.109158
1675.781250	-52.301701
1678.710938	-51.337391
1681.640625	-52.333191
1684.570312	-52.635574
1687.500000	-52.187969
1690.429688	-52.550388
1693.359375	-52.452583
1696.289062	-52.904743
1699.218750	-52.963383
1702.148438	-52.753811
1705.078125	-52.840317
1708.007812	-53.077896
1710.937500	-53.429214
1713.867188	-52.638466
1716.796875	-53.825981
1719.726562	-52.625378
1722.656250	-52.490761
1725.585938	-51.602695
1728.515625	-51.439194
1731.445312	-50.833675
1734.375000	-50.314011
1737.304688	-50.660831
1740.234375	-49.760979
1743.164062	-50.784870
1746.093750	-49.847111
1749.023438	-49.786030
1751.953125	-49.870022
1754.882812	-50.959187
1757.812500	-50.371941
1760.742188	-51.703289
1763.671875	-50.711010
1766.601562	-50.526760
1769.531250	-51.926483
1772.460938	-50.677586
1775.390625	-51.022690
1778.320312	-51.663223
1781.250000	-51.785240
1784.179688	-52.066853
1787.109375	-52.727299
1790.039062	-52.070827
1792.968750	-52.620548
1795.898438	-52.177990
1798.828125	-53.095963
1801.757812	-51.777840
1804.687500	-53.227047
1807.617188	-52.198025
1810.546875	-52.241993
1813.476562	-52.443962
1816.406250	-52.727547
1819.335938	-52.201511
1822.265625	-52.228085
1825.195312	-52.728756
1828.125000	-52.048103
1831.054688	-51.929592
1833.984375	-53.140457
1836.914062	-53.596016
1839.843750	-52.783321
1842.773438	-53.162502
1845.703125	-53.932613
1848.632812	-52.194244
1851.562500	-52.346939
1854.492188	-52.446678
1857.421875	-52.115803
1860.351562	-51.211540
1863.281250	-51.200153
1866.210938	-51.375923
1869.140625	-49.951725
1872.070312	-49.291801
1875.000000	-48.938820
1877.929688	-49.179958
1880.859375	-51.071983
1883.789062	-51.653824
1886.718750	-50.380226
1889.648438	-50.336330
1892.578125	-50.510605
1895.507812	-51.484009
1898.437500	-50.982628
1901.367188	-51.806877
1904.296875	-51.790989
1907.226562	-51.552246
1910.156250	-51.735119
1913.085938	-51.762268
1916.015625	-51.211666
1918.945312	-52.367847
1921.875000	-51.555344
1924.804688	-51.660553
1927.734375	-51.867668
1930.664062	-51.504963
1933.593750	-53.021774
1936.523438	-53.081261
1939.453125	-52.064438
1942.382812	-52.261162
1945.312500	-52.345676
1948.242188	-51.404881
1951.171875	-52.030602
1954.101562	-51.657486
1957.031250	-52.245003
1959.960938	-52.996918
1962.890625	-50.978142
1965.820312	-52.247940
1968.750000	-52.846401
1971.679688	-52.513577
1974.609375	-51.467617
1977.539062	-52.690784
1980.468750	-53.000530
1983.398438	-51.679070
1986.328125	-50.214676
1989.257812	-51.754425
1992.187500	-49.616108
1995.117188	-50.536087
1998.046875	-50.921436
2000.976562	-49.947498
2003.906250	-50.527988
2006.835938	-49.575584
2009.765625	-49.039589
2012.695312	-49.465897
2015.625000	-51.253513
2018.554688	-50.619434
2021.484375	-50.287323
2024.414062	-50.494591
2027.343750	-50.693218
2030.273438	-51.577694
2033.203125	-51.270542
2036.132812	-51.057907
2039.062500	-50.755531
2041.992188	-51.819019
2044.921875	-52.154739
2047.851562	-52.651501
2050.781250	-52.067162
2053.710938	-51.683723
2056.640625	-51.602905
2059.570312	-51.820324
2062.500000	-52.792580
2065.429688	-52.472317
2068.359375	-52.309879
2071.289062	-52.955597
2074.218750	-51.791115
2077.148438	-53.234005
2080.078125	-51.744724
2083.007812	-51.426228
2085.937500	-52.186481
2088.867188	-52.486599
2091.796875	-51.606636
2094.726562	-52.062973
2097.656250	-52.321938
2100.585938	-51.568123
2103.515625	-52.170124
2106.445312	-51.401005
2109.375000	-52.173820
2112.304688	-51.532894
2115.234375	-52.214428
2118.164062	-51.404030
2121.093750	-50.749317
2124.023438	-50.064068
2126.953125	-49.222462
2129.882812	-49.535709
2132.812500	-51.403374
2135.742188	-49.587021
2138.671875	-49.764748
2141.601562	-50.305199
2144.531250	-50.041382
2147.460938	-50.258968
