Date,Time,Lab_Temp_C,Lab_Pressure_kPa,Lab_Rel_Humidity,Gas_Flow_LPM,FlowSens_Gas_Temp_C,Thermocouple1_Temp_C,Thermocouple2_Temp_C,Purge_Gas
1/31/2025,59:01.6,24.18,97.83,27.815,0,23.605,21.85,21.52,None
1/31/2025,59:01.9,24.18,97.828,27.799,0,23.67,21.85,21.52,None
1/31/2025,59:02.1,24.18,97.828,27.799,0,23.67,21.88,21.48,None
1/31/2025,59:02.4,24.18,97.828,27.799,0,23.67,21.88,21.48,None
1/31/2025,59:02.7,24.18,97.833,27.809,0,23.67,21.93,21.48,None
1/31/2025,59:02.9,24.18,97.833,27.809,0,23.67,21.93,21.46,None
1/31/2025,59:03.2,24.18,97.833,27.809,0,23.67,21.93,21.46,None
1/31/2025,59:03.4,24.17,97.832,27.809,0,23.665,21.96,21.46,None
1/31/2025,59:03.7,24.17,97.832,27.809,0,23.665,21.96,21.52,None
1/31/2025,59:03.9,24.17,97.83,27.825,0,23.635,21.96,21.52,None
1/31/2025,59:04.2,24.17,97.83,27.825,0,23.635,21.83,21.52,None
1/31/2025,59:04.4,24.17,97.83,27.825,0,23.635,21.83,21.46,None
1/31/2025,59:04.7,24.18,97.829,27.82,0,23.625,21.83,21.46,None
1/31/2025,59:05.0,24.18,97.829,27.82,0,23.625,21.94,21.46,None
1/31/2025,59:05.2,24.18,97.829,27.82,0,23.625,21.94,21.5,None
1/31/2025,59:05.4,24.18,97.828,27.793,0,23.635,21.94,21.5,None
1/31/2025,59:05.7,24.18,97.828,27.793,0,23.635,21.93,21.54,None
1/31/2025,59:06.0,24.18,97.828,27.793,0,23.635,21.93,21.54,None
1/31/2025,59:06.2,24.17,97.832,27.831,0,23.665,21.93,21.54,None
1/31/2025,59:06.5,24.17,97.832,27.831,0,23.665,21.95,21.54,None
1/31/2025,59:06.7,24.17,97.832,27.831,0,23.665,21.95,21.54,None
1/31/2025,59:07.0,24.17,97.83,27.825,0,23.73,21.89,21.54,None
1/31/2025,59:07.2,24.17,97.83,27.825,0,23.73,21.89,21.43,None
1/31/2025,59:07.5,24.17,97.83,27.825,0,23.73,21.89,21.43,None
1/31/2025,59:07.8,24.17,97.829,27.847,0,23.67,21.94,21.43,None
1/31/2025,59:08.0,24.17,97.829,27.847,0,23.67,21.94,21.52,None
1/31/2025,59:08.3,24.17,97.826,27.836,0,23.68,21.94,21.52,None
1/31/2025,59:08.5,24.17,97.826,27.836,0,23.68,21.89,21.52,None
1/31/2025,59:08.8,24.17,97.826,27.836,0,23.68,21.89,21.55,None
1/31/2025,59:09.0,24.17,97.827,27.852,0,23.67,21.89,21.55,None
1/31/2025,59:09.3,24.17,97.827,27.852,0,23.67,21.84,21.57,None
1/31/2025,59:09.5,24.17,97.827,27.852,0,23.67,21.84,21.57,None
1/31/2025,59:09.8,24.17,97.825,27.863,0,23.64,21.84,21.57,None
1/31/2025,59:10.0,24.17,97.825,27.863,0,23.64,21.89,21.48,None
1/31/2025,59:10.3,24.17,97.825,27.863,0,23.64,21.89,21.48,None
1/31/2025,59:10.5,24.17,97.823,27.852,0,23.72,21.89,21.48,None
1/31/2025,59:10.8,24.17,97.823,27.852,0,23.72,21.91,21.5,None
1/31/2025,59:11.0,24.17,97.823,27.852,0,23.72,21.91,21.5,None
1/31/2025,59:11.3,24.17,97.825,27.852,0,23.655,21.82,21.5,None
1/31/2025,59:11.6,24.17,97.825,27.852,0,23.655,21.82,21.54,None
1/31/2025,59:11.8,24.17,97.825,27.852,0,23.685,21.82,21.54,None
1/31/2025,59:12.1,24.17,97.825,27.852,0,23.685,21.85,21.54,None
1/31/2025,59:12.3,24.17,97.825,27.852,0,23.685,21.85,21.6,None
1/31/2025,59:12.6,24.18,97.822,27.847,0,23.65,21.85,21.6,None
1/31/2025,59:12.8,24.18,97.822,27.847,0,23.65,21.94,21.6,None
1/31/2025,59:13.1,24.18,97.822,27.847,0,23.65,21.94,21.52,None
1/31/2025,59:13.3,24.18,97.821,27.853,0,23.705,21.94,21.52,None
1/31/2025,59:13.6,24.18,97.821,27.853,0,23.705,21.91,21.52,None
1/31/2025,59:13.8,24.18,97.821,27.853,0,23.705,21.91,21.52,None
1/31/2025,59:14.1,24.18,97.824,27.858,0,23.715,21.91,21.52,None
1/31/2025,59:14.4,24.18,97.824,27.858,0,23.715,21.88,21.56,None
1/31/2025,59:14.6,24.18,97.824,27.858,0,23.715,21.88,21.56,None
1/31/2025,59:14.9,24.18,97.825,27.847,0,23.705,21.89,21.56,None
1/31/2025,59:15.1,24.18,97.825,27.847,0,23.705,21.89,21.48,None
1/31/2025,59:15.4,24.18,97.825,27.847,0,23.705,21.89,21.48,None
1/31/2025,59:15.6,24.18,97.824,27.864,0,23.73,21.89,21.48,None
1/31/2025,59:15.9,24.18,97.824,27.864,0,23.73,21.89,21.56,None
1/31/2025,59:16.2,24.18,97.828,27.847,0,23.705,21.89,21.56,None
1/31/2025,59:16.4,24.18,97.828,27.847,0,23.705,21.88,21.56,None
1/31/2025,59:16.6,24.18,97.828,27.847,0,23.705,21.88,21.55,None
1/31/2025,59:16.9,24.18,97.827,27.858,0,23.685,21.88,21.55,None
1/31/2025,59:17.2,24.18,97.827,27.858,0,23.685,21.91,21.55,None
1/31/2025,59:17.4,24.18,97.827,27.858,0,23.685,21.91,21.5,None
1/31/2025,59:17.7,24.18,97.828,27.848,0,23.705,21.91,21.5,None
1/31/2025,59:17.9,24.18,97.828,27.848,0,23.705,21.91,21.57,None
1/31/2025,59:18.2,24.18,97.828,27.848,0,23.705,21.91,21.57,None
1/31/2025,59:18.4,24.18,97.827,27.869,0,23.61,21.91,21.57,None
1/31/2025,59:18.7,24.18,97.827,27.869,0,23.61,21.91,21.55,None
1/31/2025,59:19.0,24.18,97.827,27.869,0,23.61,21.91,21.55,None
1/31/2025,59:19.2,24.18,97.826,27.875,0,23.66,21.8,21.55,None
1/31/2025,59:19.4,24.18,97.826,27.875,0,23.66,21.8,21.52,None
1/31/2025,59:19.7,24.18,97.826,27.875,0,23.66,21.8,21.52,None
1/31/2025,59:19.9,24.18,97.824,27.858,0,23.66,21.93,21.52,None
1/31/2025,59:20.2,24.18,97.824,27.858,0,23.66,21.93,21.55,None
1/31/2025,59:20.5,24.18,97.824,27.864,0,23.645,21.93,21.55,None
1/31/2025,59:20.7,24.18,97.824,27.864,0,23.645,21.96,21.55,None
1/31/2025,59:21.0,24.18,97.824,27.864,0,23.645,21.96,21.5,None
1/31/2025,59:21.2,24.18,97.823,27.869,0,23.69,21.96,21.5,None
1/31/2025,59:21.5,24.18,97.823,27.869,0,23.69,21.93,21.5,None
1/31/2025,59:21.8,24.18,97.823,27.869,0,23.69,21.93,21.52,None
1/31/2025,59:22.0,24.18,97.822,27.875,0,23.69,21.93,21.52,None
1/31/2025,59:22.2,24.18,97.822,27.875,0,23.69,21.85,21.46,None
1/31/2025,59:22.5,24.18,97.822,27.875,0,23.69,21.85,21.46,None
1/31/2025,59:22.7,24.18,97.819,27.885,0,23.67,21.85,21.46,None
1/31/2025,59:23.0,24.18,97.819,27.885,0,23.67,21.84,21.43,None
1/31/2025,59:23.3,24.18,97.819,27.885,0,23.67,21.84,21.43,None
1/31/2025,59:23.5,24.18,97.819,27.891,0,23.69,21.85,21.43,None
1/31/2025,59:23.8,24.18,97.819,27.891,0,23.69,21.85,21.52,None
1/31/2025,59:24.0,24.18,97.819,27.891,0,23.69,21.85,21.52,None
1/31/2025,59:24.3,24.18,97.817,27.891,0,23.735,21.85,21.52,None
1/31/2025,59:24.5,24.18,97.817,27.891,0,23.735,21.85,21.5,None
1/31/2025,59:24.8,24.18,97.819,27.902,0,23.66,21.85,21.5,None
1/31/2025,59:25.0,24.18,97.819,27.902,0,23.66,21.91,21.5,None
1/31/2025,59:25.3,24.18,97.819,27.902,0,23.66,21.91,21.48,None
1/31/2025,59:25.6,24.17,97.82,27.885,0,23.705,21.91,21.48,None
1/31/2025,59:25.8,24.17,97.82,27.885,0,23.705,21.83,21.5,None
1/31/2025,59:26.1,24.17,97.82,27.885,0,23.705,21.83,21.5,None
1/31/2025,59:26.3,24.17,97.822,27.901,0,23.69,21.83,21.5,None
1/31/2025,59:26.6,24.17,97.822,27.901,0,23.69,21.87,21.5,None
1/31/2025,59:26.8,24.17,97.822,27.901,0,23.69,21.87,21.5,None
1/31/2025,59:27.1,24.17,97.822,27.907,0,23.675,21.87,21.5,None
1/31/2025,59:27.3,24.17,97.822,27.907,0,23.675,21.93,21.46,None
1/31/2025,59:27.6,24.17,97.822,27.907,0,23.675,21.93,21.46,None
1/31/2025,59:27.8,24.17,97.824,27.891,0,23.665,21.88,21.46,None
1/31/2025,59:28.1,24.17,97.824,27.891,0,23.665,21.88,21.46,None
1/31/2025,59:28.4,24.17,97.824,27.891,0,23.665,21.88,21.46,None
1/31/2025,59:28.6,24.17,97.822,27.907,0,23.695,21.84,21.46,None
1/31/2025,59:28.8,24.17,97.822,27.907,0,23.695,21.84,21.54,None
1/31/2025,59:29.1,24.17,97.819,27.912,0,23.645,21.84,21.54,None
1/31/2025,59:29.4,24.17,97.819,27.912,0,23.645,21.93,21.54,None
1/31/2025,59:29.6,24.17,97.819,27.912,0,23.645,21.93,21.48,None
1/31/2025,59:29.9,24.17,97.822,27.901,0,23.64,21.93,21.48,None
1/31/2025,59:30.1,24.17,97.822,27.901,0,23.64,21.85,21.44,None
1/31/2025,59:30.4,24.17,97.822,27.901,0,23.64,21.85,21.44,None
1/31/2025,59:30.6,24.18,97.821,27.918,0,23.635,21.85,21.44,None
1/31/2025,59:30.9,24.18,97.821,27.918,0,23.635,21.87,21.54,None
1/31/2025,59:31.1,24.18,97.821,27.918,0,23.635,21.87,21.54,None
1/31/2025,59:31.4,24.17,97.822,27.918,0,23.66,21.87,21.54,None
1/31/2025,59:31.6,24.17,97.822,27.918,0,23.66,21.82,21.45,None
1/31/2025,59:31.9,24.17,97.822,27.918,0,23.66,21.82,21.45,None
1/31/2025,59:32.1,24.17,97.824,27.923,0,23.715,21.94,21.45,None
1/31/2025,59:32.4,24.17,97.824,27.923,0,23.715,21.94,21.45,None
1/31/2025,59:32.6,24.17,97.824,27.923,0,23.715,21.94,21.45,None
1/31/2025,59:32.9,24.17,97.82,27.912,0,23.675,21.84,21.45,None
1/31/2025,59:33.1,24.17,97.82,27.912,0,23.675,21.84,21.42,None
1/31/2025,59:33.4,24.17,97.821,27.923,0,23.71,21.84,21.42,None
1/31/2025,59:33.7,24.17,97.821,27.923,0,23.71,21.91,21.42,None
1/31/2025,59:33.9,24.17,97.821,27.923,0,23.71,21.91,21.57,None
1/31/2025,59:34.2,24.17,97.828,27.923,0,23.69,21.91,21.57,None
1/31/2025,59:34.4,24.17,97.828,27.923,0,23.69,21.87,21.57,None
1/31/2025,59:34.7,24.17,97.828,27.923,0,23.69,21.87,21.61,None
1/31/2025,59:34.9,24.17,97.827,27.917,0,23.66,21.87,21.61,None
1/31/2025,59:35.2,24.17,97.827,27.917,0,23.66,21.84,21.43,None
1/31/2025,59:35.4,24.17,97.827,27.917,0,23.66,21.84,21.43,None
1/31/2025,59:35.7,24.17,97.827,27.912,0,23.655,21.84,21.43,None
1/31/2025,59:35.9,24.17,97.827,27.912,0,23.655,21.94,21.44,None
1/31/2025,59:36.2,24.17,97.827,27.912,0,23.655,21.94,21.44,None
1/31/2025,59:36.4,24.17,97.828,27.923,0,23.625,21.91,21.44,None
1/31/2025,59:36.7,24.17,97.828,27.923,0,23.625,21.91,21.5,None
1/31/2025,59:36.9,24.17,97.828,27.923,0,23.625,21.91,21.5,None
1/31/2025,59:37.2,24.17,97.825,27.933,0,23.735,21.83,21.5,None
1/31/2025,59:37.4,24.17,97.825,27.933,0,23.735,21.83,21.52,None
1/31/2025,59:37.7,24.17,97.825,27.928,0,23.705,21.83,21.52,None
1/31/2025,59:38.0,24.17,97.825,27.928,0,23.705,21.89,21.52,None
1/31/2025,59:38.2,24.17,97.825,27.928,0,23.705,21.89,21.55,None
1/31/2025,59:38.5,24.17,97.821,27.923,0,23.64,21.89,21.55,None
1/31/2025,59:38.7,24.17,97.821,27.923,0,23.64,21.91,21.55,None
1/31/2025,59:39.0,24.17,97.821,27.923,0,23.64,21.91,21.55,None
1/31/2025,59:39.2,24.17,97.823,27.917,0,23.7,21.91,21.55,None
1/31/2025,59:39.5,24.17,97.823,27.917,0,23.7,21.84,21.55,None
1/31/2025,59:39.7,24.17,97.823,27.917,0,23.7,21.84,21.55,None
1/31/2025,59:40.0,24.17,97.822,27.923,0,23.64,21.84,21.55,None
1/31/2025,59:40.3,24.17,97.822,27.923,0,23.64,21.88,21.45,None
1/31/2025,59:40.5,24.17,97.822,27.923,0,23.64,21.88,21.45,None
1/31/2025,59:40.8,24.17,97.826,27.928,0,23.635,21.85,21.45,None
1/31/2025,59:41.0,24.17,97.826,27.928,0,23.635,21.85,21.52,None
1/31/2025,59:41.3,24.17,97.826,27.928,0,23.635,21.85,21.52,None
1/31/2025,59:41.5,24.17,97.826,27.939,0,23.61,21.88,21.52,None
1/31/2025,59:41.8,24.17,97.826,27.939,0,23.61,21.88,21.48,None
1/31/2025,59:42.0,24.17,97.825,27.928,0,23.635,21.88,21.48,None
1/31/2025,59:42.3,24.17,97.825,27.928,0,23.635,21.8,21.48,None
1/31/2025,59:42.6,24.17,97.825,27.928,0,23.635,21.8,21.52,None
1/31/2025,59:42.8,24.17,97.825,27.901,0,23.715,21.8,21.52,None
1/31/2025,59:43.1,24.17,97.825,27.901,0,23.715,21.88,21.52,None
1/31/2025,59:43.3,24.17,97.825,27.901,0,23.715,21.88,21.46,None
1/31/2025,59:43.6,24.17,97.826,27.917,0,23.66,21.88,21.46,None
1/31/2025,59:43.8,24.17,97.826,27.917,0,23.66,21.84,21.52,None
1/31/2025,59:44.1,24.17,97.826,27.917,0,23.66,21.84,21.52,None
1/31/2025,59:44.3,24.17,97.825,27.923,0,23.74,21.84,21.52,None
1/31/2025,59:44.6,24.17,97.825,27.923,0,23.74,21.89,21.5,None
1/31/2025,59:44.8,24.17,97.825,27.923,0,23.74,21.89,21.5,None
1/31/2025,59:45.1,24.17,97.826,27.901,0,23.625,21.84,21.5,None
1/31/2025,59:45.3,24.17,97.826,27.901,0,23.625,21.84,21.46,None
1/31/2025,59:45.6,24.17,97.826,27.901,0,23.625,21.84,21.46,None
1/31/2025,59:45.8,24.16,97.824,27.906,0,23.715,21.91,21.46,None
1/31/2025,59:46.1,24.16,97.824,27.906,0,23.715,21.91,21.48,None
1/31/2025,59:46.4,24.16,97.82,27.906,0,23.655,21.91,21.48,None
1/31/2025,59:46.6,24.16,97.82,27.906,0,23.655,21.85,21.48,None
1/31/2025,59:46.9,24.16,97.82,27.906,0,23.655,21.85,21.43,None
1/31/2025,59:47.1,24.16,97.822,27.911,0,23.61,21.85,21.43,None
1/31/2025,59:47.4,24.16,97.822,27.911,0,23.61,21.84,21.43,None
1/31/2025,59:47.6,24.16,97.822,27.911,0,23.61,21.84,21.46,None
1/31/2025,59:47.9,24.16,97.826,27.906,3.671,23.695,21.84,21.46,Compressed Air
1/31/2025,59:48.1,24.16,97.826,27.906,3.671,23.695,21.8,21.46,Compressed Air
1/31/2025,59:48.4,24.16,97.826,27.906,3.671,23.695,21.8,21.46,Compressed Air
1/31/2025,59:48.6,24.16,97.826,27.901,3.511,23.59,21.8,21.46,Compressed Air
1/31/2025,59:48.9,24.16,97.826,27.901,3.511,23.59,21.91,21.43,Compressed Air
1/31/2025,59:49.1,24.16,97.826,27.901,3.511,23.59,21.91,21.43,Compressed Air
1/31/2025,59:49.4,24.16,97.825,27.911,3.526,23.605,21.91,21.43,Compressed Air
1/31/2025,59:49.6,24.16,97.825,27.911,3.526,23.605,21.91,21.45,Compressed Air
1/31/2025,59:49.9,24.16,97.825,27.911,3.526,23.605,21.91,21.45,Compressed Air
1/31/2025,59:50.1,24.17,97.826,27.917,3.506,23.55,21.84,21.45,Compressed Air
1/31/2025,59:50.4,24.17,97.826,27.917,3.506,23.55,21.84,21.45,Compressed Air
1/31/2025,59:50.7,24.17,97.826,27.906,3.535,23.6,21.84,21.45,Compressed Air
1/31/2025,59:50.9,24.17,97.826,27.906,3.535,23.6,21.91,21.45,Compressed Air
1/31/2025,59:51.2,24.17,97.826,27.906,3.535,23.6,21.91,21.42,Compressed Air
1/31/2025,59:51.4,24.16,97.825,27.906,3.572,23.63,21.91,21.42,Compressed Air
1/31/2025,59:51.7,24.16,97.825,27.906,3.572,23.63,21.84,21.42,Compressed Air
1/31/2025,59:51.9,24.16,97.825,27.906,3.572,23.63,21.84,21.42,Compressed Air
1/31/2025,59:52.2,24.16,97.824,27.906,3.568,23.605,21.84,21.42,Compressed Air
1/31/2025,59:52.4,24.16,97.824,27.906,3.568,23.605,21.89,21.39,Compressed Air
1/31/2025,59:52.7,24.16,97.824,27.906,3.568,23.605,21.89,21.39,Compressed Air
1/31/2025,59:52.9,24.16,97.823,27.917,3.547,23.485,21.89,21.39,Compressed Air
1/31/2025,59:53.2,24.16,97.823,27.917,3.547,23.485,21.85,21.46,Compressed Air
1/31/2025,59:53.5,24.16,97.823,27.917,3.547,23.485,21.85,21.46,Compressed Air
1/31/2025,59:53.7,24.16,97.822,27.884,3.59,23.55,21.82,21.46,Compressed Air
1/31/2025,59:53.9,24.16,97.822,27.884,3.59,23.55,21.82,21.38,Compressed Air
1/31/2025,59:54.2,24.16,97.822,27.884,3.59,23.55,21.82,21.38,Compressed Air
1/31/2025,59:54.5,24.16,97.822,27.911,3.584,23.53,21.84,21.38,Compressed Air
1/31/2025,59:54.8,24.16,97.822,27.911,3.584,23.53,21.84,21.44,Compressed Air
1/31/2025,59:55.0,24.16,97.825,27.9,3.589,23.58,21.84,21.44,Compressed Air
1/31/2025,59:55.2,24.16,97.825,27.9,3.589,23.58,21.89,21.44,Compressed Air
1/31/2025,59:55.5,24.16,97.825,27.9,3.589,23.58,21.89,21.36,Compressed Air
1/31/2025,59:55.7,24.16,97.827,27.9,3.585,23.575,21.89,21.36,Compressed Air
1/31/2025,59:56.0,24.16,97.827,27.9,3.585,23.575,21.93,21.36,Compressed Air
1/31/2025,59:56.2,24.16,97.827,27.9,3.585,23.575,21.93,21.52,Compressed Air
1/31/2025,59:56.5,24.16,97.826,27.906,3.576,23.525,21.93,21.52,Compressed Air
1/31/2025,59:56.7,24.16,97.826,27.906,3.576,23.525,21.84,21.41,Compressed Air
1/31/2025,59:57.0,24.16,97.826,27.906,3.576,23.525,21.84,21.41,Compressed Air
1/31/2025,59:57.3,24.16,97.825,27.889,3.605,23.505,21.84,21.41,Compressed Air
1/31/2025,59:57.5,24.16,97.825,27.889,3.605,23.505,21.91,21.42,Compressed Air
1/31/2025,59:57.7,24.16,97.825,27.889,3.605,23.505,21.91,21.42,Compressed Air
1/31/2025,59:58.0,24.16,97.824,27.895,3.588,23.51,21.87,21.42,Compressed Air
1/31/2025,59:58.2,24.16,97.824,27.895,3.588,23.51,21.87,21.41,Compressed Air
1/31/2025,59:58.5,24.16,97.824,27.895,3.588,23.51,21.87,21.41,Compressed Air
1/31/2025,59:58.8,24.16,97.824,27.884,3.595,23.495,21.85,21.41,Compressed Air
1/31/2025,59:59.1,24.16,97.824,27.884,3.595,23.495,21.85,21.43,Compressed Air
1/31/2025,59:59.3,24.16,97.824,27.884,3.595,23.495,21.85,21.43,Compressed Air
1/31/2025,59:59.5,24.16,97.825,27.889,3.56,23.52,21.88,21.43,Compressed Air
1/31/2025,59:59.8,24.16,97.825,27.889,3.56,23.52,21.88,21.43,Compressed Air
1/31/2025,00:00.1,24.16,97.825,27.889,3.596,23.55,21.88,21.43,Compressed Air
1/31/2025,00:00.3,24.16,97.825,27.889,3.596,23.55,21.78,21.43,Compressed Air
1/31/2025,00:00.6,24.16,97.825,27.889,3.596,23.55,21.78,21.42,Compressed Air
1/31/2025,00:00.8,24.16,97.824,27.879,3.59,23.49,21.78,21.42,Compressed Air
1/31/2025,00:01.1,24.16,97.824,27.879,3.59,23.49,21.83,21.38,Compressed Air
1/31/2025,00:01.3,24.16,97.824,27.879,3.59,23.49,21.83,21.38,Compressed Air
1/31/2025,00:01.6,24.16,97.825,27.862,3.58,23.54,21.83,21.38,Compressed Air
1/31/2025,00:01.8,24.16,97.825,27.862,3.58,23.54,21.83,21.34,Compressed Air
1/31/2025,00:02.1,24.16,97.825,27.862,3.58,23.54,21.83,21.34,Compressed Air
1/31/2025,00:02.3,24.16,97.825,27.878,3.601,23.535,21.94,21.34,Compressed Air
1/31/2025,00:02.6,24.16,97.825,27.878,3.601,23.535,21.94,21.45,Compressed Air
1/31/2025,00:02.9,24.16,97.825,27.878,3.601,23.535,21.94,21.45,Compressed Air
1/31/2025,00:03.1,24.16,97.824,27.889,3.574,23.57,21.96,21.45,Compressed Air
1/31/2025,00:03.4,24.16,97.824,27.889,3.574,23.57,21.96,21.39,Compressed Air
1/31/2025,00:03.6,24.15,97.824,27.878,3.597,23.51,21.96,21.39,Compressed Air
1/31/2025,00:03.9,24.15,97.824,27.878,3.597,23.51,21.84,21.39,Compressed Air
1/31/2025,00:04.1,24.15,97.824,27.878,3.597,23.51,21.84,21.43,Compressed Air
1/31/2025,00:04.4,24.15,97.825,27.878,3.587,23.42,21.84,21.43,Compressed Air
1/31/2025,00:04.6,24.15,97.825,27.878,3.587,23.42,21.84,21.34,Compressed Air
1/31/2025,00:04.9,24.15,97.825,27.878,3.587,23.42,21.84,21.34,Compressed Air
1/31/2025,00:05.2,24.15,97.826,27.861,3.562,23.53,21.84,21.34,Compressed Air
1/31/2025,00:05.4,24.15,97.826,27.861,3.562,23.53,21.95,21.36,Compressed Air
1/31/2025,00:05.7,24.15,97.826,27.861,3.562,23.53,21.95,21.36,Compressed Air
1/31/2025,00:05.9,24.15,97.825,27.861,3.586,23.435,21.91,21.36,Compressed Air
1/31/2025,00:06.2,24.15,97.825,27.861,3.586,23.435,21.91,21.38,Compressed Air
1/31/2025,00:06.4,24.15,97.825,27.861,3.586,23.435,21.91,21.38,Compressed Air
1/31/2025,00:06.7,24.14,97.825,27.883,3.584,23.455,21.79,21.38,Compressed Air
1/31/2025,00:07.0,24.14,97.825,27.883,3.584,23.455,21.79,21.38,Compressed Air
1/31/2025,00:07.2,24.14,97.825,27.867,3.594,23.545,21.79,21.38,Compressed Air
1/31/2025,00:07.5,24.14,97.825,27.867,3.594,23.545,21.84,21.38,Compressed Air
1/31/2025,00:07.8,24.14,97.825,27.867,3.594,23.545,21.84,21.37,Compressed Air
1/31/2025,00:08.0,24.15,97.824,27.872,3.593,23.51,21.84,21.37,Compressed Air
1/31/2025,00:08.2,24.15,97.824,27.872,3.593,23.51,21.91,21.37,Compressed Air
1/31/2025,00:08.5,24.15,97.824,27.872,3.593,23.51,21.91,21.42,Compressed Air
1/31/2025,00:08.7,24.15,97.824,27.877,3.597,23.47,21.91,21.42,Compressed Air
1/31/2025,00:09.0,24.15,97.824,27.877,3.597,23.47,21.88,21.39,Compressed Air
1/31/2025,00:09.2,24.15,97.824,27.877,3.597,23.47,21.88,21.39,Compressed Air
1/31/2025,00:09.5,24.15,97.825,27.878,3.586,23.52,21.88,21.39,Compressed Air
1/31/2025,00:09.7,24.15,97.825,27.878,3.586,23.52,21.94,21.39,Compressed Air
1/31/2025,00:10.0,24.15,97.825,27.878,3.586,23.52,21.94,21.39,Compressed Air
1/31/2025,00:10.2,24.15,97.825,27.861,3.598,23.475,21.91,21.39,Compressed Air
1/31/2025,00:10.5,24.15,97.825,27.861,3.598,23.475,21.91,21.41,Compressed Air
1/31/2025,00:10.8,24.15,97.825,27.861,3.598,23.475,21.91,21.41,Compressed Air
1/31/2025,00:11.0,24.15,97.825,27.851,3.552,23.48,21.85,21.41,Compressed Air
1/31/2025,00:11.3,24.15,97.825,27.851,3.552,23.48,21.85,21.34,Compressed Air
1/31/2025,00:11.5,24.15,97.825,27.856,3.598,23.46,21.85,21.34,Compressed Air
1/31/2025,00:11.8,24.15,97.825,27.856,3.598,23.46,21.84,21.34,Compressed Air
1/31/2025,00:12.0,24.15,97.825,27.856,3.598,23.46,21.84,21.41,Compressed Air
1/31/2025,00:12.3,24.15,97.826,27.84,3.573,23.44,21.84,21.41,Compressed Air
1/31/2025,00:12.5,24.15,97.826,27.84,3.573,23.44,21.87,21.41,Compressed Air
1/31/2025,00:12.8,24.15,97.826,27.84,3.573,23.44,21.87,21.37,Compressed Air
1/31/2025,00:13.1,24.15,97.826,27.856,3.606,23.48,21.87,21.37,Compressed Air
1/31/2025,00:13.3,24.15,97.826,27.856,3.606,23.48,21.89,21.36,Compressed Air
1/31/2025,00:13.6,24.15,97.826,27.856,3.606,23.48,21.89,21.36,Compressed Air
1/31/2025,00:13.8,24.15,97.826,27.839,3.583,23.49,21.96,21.36,Compressed Air
1/31/2025,00:14.1,24.15,97.826,27.839,3.583,23.49,21.96,21.46,Compressed Air
1/31/2025,00:14.3,24.15,97.826,27.839,3.583,23.49,21.96,21.46,Compressed Air
1/31/2025,00:14.6,24.15,97.826,27.856,3.605,23.48,21.8,21.46,Compressed Air
1/31/2025,00:14.8,24.15,97.826,27.856,3.605,23.48,21.8,21.46,Compressed Air
1/31/2025,00:15.1,24.15,97.826,27.856,3.605,23.48,21.8,21.46,Compressed Air
1/31/2025,00:15.3,24.15,97.825,27.829,3.576,23.51,21.87,21.46,Compressed Air
1/31/2025,00:15.6,24.15,97.825,27.829,3.576,23.51,21.87,21.31,Compressed Air
1/31/2025,00:15.8,24.14,97.825,27.839,3.623,23.5,21.87,21.31,Compressed Air
1/31/2025,00:16.1,24.14,97.825,27.839,3.623,23.5,21.84,21.31,Compressed Air
1/31/2025,00:16.4,24.14,97.825,27.839,3.623,23.5,21.84,21.41,Compressed Air
1/31/2025,00:16.6,24.14,97.823,27.845,3.553,23.485,21.84,21.41,Compressed Air
1/31/2025,00:16.8,24.14,97.823,27.845,3.553,23.485,21.91,21.41,Compressed Air
1/31/2025,00:17.1,24.14,97.823,27.845,3.553,23.485,21.91,21.39,Compressed Air
1/31/2025,00:17.4,24.14,97.823,27.856,3.606,23.455,21.91,21.39,Compressed Air
1/31/2025,00:17.6,24.14,97.823,27.856,3.606,23.455,21.87,21.39,Compressed Air
1/31/2025,00:17.9,24.14,97.823,27.856,3.606,23.455,21.87,21.39,Compressed Air
1/31/2025,00:18.1,24.14,97.825,27.856,3.559,23.435,21.91,21.39,Compressed Air
1/31/2025,00:18.4,24.14,97.825,27.856,3.559,23.435,21.91,21.41,Compressed Air
1/31/2025,00:18.6,24.14,97.825,27.856,3.559,23.435,21.91,21.41,Compressed Air
1/31/2025,00:18.9,24.14,97.824,27.85,3.609,23.535,21.93,21.41,Compressed Air
1/31/2025,00:19.2,24.14,97.824,27.85,3.609,23.535,21.93,21.34,Compressed Air
1/31/2025,00:19.4,24.14,97.824,27.85,3.609,23.535,21.93,21.34,Compressed Air
1/31/2025,00:19.7,24.14,97.823,27.823,3.576,23.435,21.87,21.34,Compressed Air
1/31/2025,00:19.9,24.14,97.823,27.823,3.576,23.435,21.87,21.32,Compressed Air
1/31/2025,00:20.2,24.15,97.823,27.845,3.613,23.465,21.87,21.32,Compressed Air
1/31/2025,00:20.4,24.15,97.823,27.845,3.613,23.465,21.87,21.32,Compressed Air
1/31/2025,00:20.7,24.15,97.823,27.845,3.613,23.465,21.87,21.36,Compressed Air
1/31/2025,00:20.9,24.15,97.823,27.845,3.591,23.47,21.87,21.36,Compressed Air
1/31/2025,00:21.2,24.15,97.823,27.845,3.591,23.47,21.83,21.37,Compressed Air
1/31/2025,00:21.5,24.15,97.823,27.845,3.591,23.47,21.83,21.37,Compressed Air
1/31/2025,00:21.7,24.15,97.823,27.829,3.577,23.415,21.83,21.37,Compressed Air
